result,pnl,tick,time_window,date,month,stock
TP,1162.5900000000001,3,10,2026-05-08,2026-05,4919
TP,1162.5900000000001,3,15,2026-05-08,2026-05,4919
TIMEOUT,662.59,5,5,2026-05-08,2026-05,4919
TP,2162.59,5,10,2026-05-08,2026-05,4919
TP,2162.59,5,15,2026-05-08,2026-05,4919
TIMEOUT,662.59,8,5,2026-05-08,2026-05,4919
TP,3662.59,8,10,2026-05-08,2026-05,4919
TP,3662.59,8,15,2026-05-08,2026-05,4919
TP,2261.6,1,5,2026-05-08,2026-05,6274
TP,2261.6,1,10,2026-05-08,2026-05,6274
TP,2261.6,1,15,2026-05-08,2026-05,6274
TP,7261.6,2,5,2026-05-08,2026-05,6274
TP,7261.6,2,10,2026-05-08,2026-05,6274
TP,7261.6,2,15,2026-05-08,2026-05,6274
TP,12261.6,3,5,2026-05-08,2026-05,6274
TP,12261.6,3,10,2026-05-08,2026-05,6274
TP,12261.6,3,15,2026-05-08,2026-05,6274
TP,22261.6,5,5,2026-05-08,2026-05,6274
TP,22261.6,5,10,2026-05-08,2026-05,6274
TP,22261.6,5,15,2026-05-08,2026-05,6274
TP,37261.6,8,5,2026-05-08,2026-05,6274
TP,37261.6,8,10,2026-05-08,2026-05,6274
TP,37261.6,8,15,2026-05-08,2026-05,6274
TP,147.92000000000007,1,5,2026-05-08,2026-05,1785
TP,147.92000000000007,1,10,2026-05-08,2026-05,1785
TP,147.92000000000007,1,15,2026-05-08,2026-05,1785
TP,647.9200000000001,2,5,2026-05-08,2026-05,1785
TP,647.9200000000001,2,10,2026-05-08,2026-05,1785
TP,647.9200000000001,2,15,2026-05-08,2026-05,1785
TP,1147.92,3,5,2026-05-08,2026-05,1785
TP,1147.92,3,10,2026-05-08,2026-05,1785
TP,1147.92,3,15,2026-05-08,2026-05,1785
TP,2147.92,5,5,2026-05-08,2026-05,1785
TP,2147.92,5,10,2026-05-08,2026-05,1785
TP,2147.92,5,15,2026-05-08,2026-05,1785
TP,3647.92,8,5,2026-05-08,2026-05,1785
TP,3647.92,8,10,2026-05-08,2026-05,1785
TP,3647.92,8,15,2026-05-08,2026-05,1785
TP,150.85400000000004,1,5,2026-05-08,2026-05,5347
TP,150.85400000000004,1,10,2026-05-08,2026-05,5347
TP,150.85400000000004,1,15,2026-05-08,2026-05,5347
TP,650.854,2,5,2026-05-08,2026-05,5347
TP,650.854,2,10,2026-05-08,2026-05,5347
TP,650.854,2,15,2026-05-08,2026-05,5347
TP,1150.854,3,5,2026-05-08,2026-05,5347
TP,1150.854,3,10,2026-05-08,2026-05,5347
TP,1150.854,3,15,2026-05-08,2026-05,5347
TP,2150.8540000000003,5,5,2026-05-08,2026-05,5347
TP,2150.8540000000003,5,10,2026-05-08,2026-05,5347
TP,2150.8540000000003,5,15,2026-05-08,2026-05,5347
TP,3650.8540000000003,8,5,2026-05-08,2026-05,5347
TP,3650.8540000000003,8,10,2026-05-08,2026-05,5347
TP,3650.8540000000003,8,15,2026-05-08,2026-05,5347
TP,173.348,1,5,2026-05-08,2026-05,3042
TP,173.348,1,10,2026-05-08,2026-05,3042
TP,173.348,1,15,2026-05-08,2026-05,3042
TP,673.348,2,5,2026-05-08,2026-05,3042
TP,673.348,2,10,2026-05-08,2026-05,3042
TP,673.348,2,15,2026-05-08,2026-05,3042
TIMEOUT,-826.652,3,5,2026-05-08,2026-05,3042
TIMEOUT,-5326.652,3,10,2026-05-08,2026-05,3042
TIMEOUT,-7826.652,3,15,2026-05-08,2026-05,3042
TIMEOUT,-826.652,5,5,2026-05-08,2026-05,3042
TIMEOUT,-5326.652,5,10,2026-05-08,2026-05,3042
TIMEOUT,-7826.652,5,15,2026-05-08,2026-05,3042
TIMEOUT,-826.652,8,5,2026-05-08,2026-05,3042
TIMEOUT,-5326.652,8,10,2026-05-08,2026-05,3042
TIMEOUT,-7826.652,8,15,2026-05-08,2026-05,3042
TP,1948.6400000000003,1,5,2026-05-08,2026-05,5289
TP,1948.6400000000003,1,10,2026-05-08,2026-05,5289
TP,1948.6400000000003,1,15,2026-05-08,2026-05,5289
TP,6948.64,2,5,2026-05-08,2026-05,5289
TP,6948.64,2,10,2026-05-08,2026-05,5289
TP,6948.64,2,15,2026-05-08,2026-05,5289
TP,11948.64,3,5,2026-05-08,2026-05,5289
TP,11948.64,3,10,2026-05-08,2026-05,5289
TP,11948.64,3,15,2026-05-08,2026-05,5289
TP,21948.64,5,5,2026-05-08,2026-05,5289
TP,21948.64,5,10,2026-05-08,2026-05,5289
TP,21948.64,5,15,2026-05-08,2026-05,5289
TP,36948.64,8,5,2026-05-08,2026-05,5289
TP,36948.64,8,10,2026-05-08,2026-05,5289
TP,36948.64,8,15,2026-05-08,2026-05,5289
TP,282.884,1,5,2026-05-08,2026-05,2344
TP,282.884,1,10,2026-05-08,2026-05,2344
TP,282.884,1,15,2026-05-08,2026-05,2344
TP,782.884,2,5,2026-05-08,2026-05,2344
TP,782.884,2,10,2026-05-08,2026-05,2344
TP,782.884,2,15,2026-05-08,2026-05,2344
TP,1282.884,3,5,2026-05-08,2026-05,2344
TP,1282.884,3,10,2026-05-08,2026-05,2344
TP,1282.884,3,15,2026-05-08,2026-05,2344
TIMEOUT,782.884,5,5,2026-05-08,2026-05,2344
TIMEOUT,1782.884,5,10,2026-05-08,2026-05,2344
TP,2282.884,5,15,2026-05-08,2026-05,2344
TIMEOUT,782.884,8,5,2026-05-08,2026-05,2344
TIMEOUT,1782.884,8,10,2026-05-08,2026-05,2344
TP,3782.884,8,15,2026-05-08,2026-05,2344
TP,126.404,1,5,2026-05-08,2026-05,8454
TP,126.404,1,10,2026-05-08,2026-05,8454
TP,126.404,1,15,2026-05-08,2026-05,8454
TP,626.404,2,5,2026-05-08,2026-05,8454
TP,626.404,2,10,2026-05-08,2026-05,8454
TP,626.404,2,15,2026-05-08,2026-05,8454
TP,1126.404,3,5,2026-05-08,2026-05,8454
TP,1126.404,3,10,2026-05-08,2026-05,8454
TP,1126.404,3,15,2026-05-08,2026-05,8454
TIMEOUT,1126.404,5,5,2026-05-08,2026-05,8454
TP,2126.404,5,10,2026-05-08,2026-05,8454
TP,2126.404,5,15,2026-05-08,2026-05,8454
TIMEOUT,1126.404,8,5,2026-05-08,2026-05,8454
TIMEOUT,1126.404,8,10,2026-05-08,2026-05,8454
TIMEOUT,126.404,8,15,2026-05-08,2026-05,8454
TP,202.68800000000005,1,5,2026-05-08,2026-05,5483
TP,202.68800000000005,1,10,2026-05-08,2026-05,5483
TP,202.68800000000005,1,15,2026-05-08,2026-05,5483
TP,702.6880000000001,2,5,2026-05-08,2026-05,5483
TP,702.6880000000001,2,10,2026-05-08,2026-05,5483
TP,702.6880000000001,2,15,2026-05-08,2026-05,5483
TP,1202.688,3,5,2026-05-08,2026-05,5483
TP,1202.688,3,10,2026-05-08,2026-05,5483
TP,1202.688,3,15,2026-05-08,2026-05,5483
TP,2202.688,5,5,2026-05-08,2026-05,5483
TP,2202.688,5,10,2026-05-08,2026-05,5483
TP,2202.688,5,15,2026-05-08,2026-05,5483
TIMEOUT,1202.688,8,5,2026-05-08,2026-05,5483
TIMEOUT,-297.31199999999995,8,10,2026-05-08,2026-05,5483
TIMEOUT,202.68800000000005,8,15,2026-05-08,2026-05,5483
TIMEOUT,-42963.34,1,5,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,1,10,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,1,15,2026-05-08,2026-05,1590
TIMEOUT,-42963.34,2,5,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,2,10,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,2,15,2026-05-08,2026-05,1590
TIMEOUT,-42963.34,3,5,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,3,10,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,3,15,2026-05-08,2026-05,1590
TIMEOUT,-42963.34,5,5,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,5,10,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,5,15,2026-05-08,2026-05,1590
TIMEOUT,-42963.34,8,5,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,8,10,2026-05-08,2026-05,1590
TIMEOUT,-32963.34,8,15,2026-05-08,2026-05,1590
TP,1234.7000000000003,1,5,2026-05-08,2026-05,6805
TP,1234.7000000000003,1,10,2026-05-08,2026-05,6805
TP,1234.7000000000003,1,15,2026-05-08,2026-05,6805
TP,6234.700000000001,2,5,2026-05-08,2026-05,6805
TP,6234.700000000001,2,10,2026-05-08,2026-05,6805
TP,6234.700000000001,2,15,2026-05-08,2026-05,6805
TP,11234.7,3,5,2026-05-08,2026-05,6805
TP,11234.7,3,10,2026-05-08,2026-05,6805
TP,11234.7,3,15,2026-05-08,2026-05,6805
TP,21234.7,5,5,2026-05-08,2026-05,6805
TP,21234.7,5,10,2026-05-08,2026-05,6805
TP,21234.7,5,15,2026-05-08,2026-05,6805
TIMEOUT,6234.700000000001,8,5,2026-05-08,2026-05,6805
TP,36234.7,8,10,2026-05-08,2026-05,6805
TP,36234.7,8,15,2026-05-08,2026-05,6805
TP,298.53200000000004,1,5,2026-05-08,2026-05,2481
TP,298.53200000000004,1,10,2026-05-08,2026-05,2481
TP,298.53200000000004,1,15,2026-05-08,2026-05,2481
TP,798.532,2,5,2026-05-08,2026-05,2481
TP,798.532,2,10,2026-05-08,2026-05,2481
TP,798.532,2,15,2026-05-08,2026-05,2481
TP,1298.532,3,5,2026-05-08,2026-05,2481
TP,1298.532,3,10,2026-05-08,2026-05,2481
TP,1298.532,3,15,2026-05-08,2026-05,2481
TIMEOUT,798.532,5,5,2026-05-08,2026-05,2481
TIMEOUT,298.53200000000004,5,10,2026-05-08,2026-05,2481
TIMEOUT,798.532,5,15,2026-05-08,2026-05,2481
TIMEOUT,798.532,8,5,2026-05-08,2026-05,2481
TIMEOUT,298.53200000000004,8,10,2026-05-08,2026-05,2481
TIMEOUT,798.532,8,15,2026-05-08,2026-05,2481
TP,241.80800000000005,1,5,2026-05-08,2026-05,2385
TP,241.80800000000005,1,10,2026-05-08,2026-05,2385
TP,241.80800000000005,1,15,2026-05-08,2026-05,2385
TP,741.808,2,5,2026-05-08,2026-05,2385
TP,741.808,2,10,2026-05-08,2026-05,2385
TP,741.808,2,15,2026-05-08,2026-05,2385
TIMEOUT,741.808,3,5,2026-05-08,2026-05,2385
TP,1241.808,3,10,2026-05-08,2026-05,2385
TP,1241.808,3,15,2026-05-08,2026-05,2385
TIMEOUT,741.808,5,5,2026-05-08,2026-05,2385
TIMEOUT,1741.808,5,10,2026-05-08,2026-05,2385
TIMEOUT,241.80800000000005,5,15,2026-05-08,2026-05,2385
TIMEOUT,741.808,8,5,2026-05-08,2026-05,2385
TIMEOUT,1741.808,8,10,2026-05-08,2026-05,2385
TIMEOUT,241.80800000000005,8,15,2026-05-08,2026-05,2385
TP,2691.92,1,5,2026-05-08,2026-05,6781
TP,2691.92,1,10,2026-05-08,2026-05,6781
TP,2691.92,1,15,2026-05-08,2026-05,6781
TP,7691.92,2,5,2026-05-08,2026-05,6781
TP,7691.92,2,10,2026-05-08,2026-05,6781
TP,7691.92,2,15,2026-05-08,2026-05,6781
TP,12691.92,3,5,2026-05-08,2026-05,6781
TP,12691.92,3,10,2026-05-08,2026-05,6781
TP,12691.92,3,15,2026-05-08,2026-05,6781
TP,22691.92,5,5,2026-05-08,2026-05,6781
TP,22691.92,5,10,2026-05-08,2026-05,6781
TP,22691.92,5,15,2026-05-08,2026-05,6781
TP,37691.92,8,5,2026-05-08,2026-05,6781
TP,37691.92,8,10,2026-05-08,2026-05,6781
TP,37691.92,8,15,2026-05-08,2026-05,6781
TP,187.04000000000002,1,5,2026-05-08,2026-05,2645
TP,187.04000000000002,1,10,2026-05-08,2026-05,2645
TP,187.04000000000002,1,15,2026-05-08,2026-05,2645
TP,687.04,2,5,2026-05-08,2026-05,2645
TP,687.04,2,10,2026-05-08,2026-05,2645
TP,687.04,2,15,2026-05-08,2026-05,2645
TP,1187.04,3,5,2026-05-08,2026-05,2645
TP,1187.04,3,10,2026-05-08,2026-05,2645
TP,1187.04,3,15,2026-05-08,2026-05,2645
TP,2187.04,5,5,2026-05-08,2026-05,2645
TP,2187.04,5,10,2026-05-08,2026-05,2645
TP,2187.04,5,15,2026-05-08,2026-05,2645
TP,3687.04,8,5,2026-05-08,2026-05,2645
TP,3687.04,8,10,2026-05-08,2026-05,2645
TP,3687.04,8,15,2026-05-08,2026-05,2645
TP,303.422,1,5,2026-05-08,2026-05,2377
TP,303.422,1,10,2026-05-08,2026-05,2377
TP,303.422,1,15,2026-05-08,2026-05,2377
TP,803.422,2,5,2026-05-08,2026-05,2377
TP,803.422,2,10,2026-05-08,2026-05,2377
TP,803.422,2,15,2026-05-08,2026-05,2377
TP,1303.422,3,5,2026-05-08,2026-05,2377
TP,1303.422,3,10,2026-05-08,2026-05,2377
TP,1303.422,3,15,2026-05-08,2026-05,2377
TP,2303.422,5,5,2026-05-08,2026-05,2377
TP,2303.422,5,10,2026-05-08,2026-05,2377
TP,2303.422,5,15,2026-05-08,2026-05,2377
TIMEOUT,1303.422,8,5,2026-05-08,2026-05,2377
TIMEOUT,2303.422,8,10,2026-05-08,2026-05,2377
TIMEOUT,1803.422,8,15,2026-05-08,2026-05,2377
TP,192.90800000000002,1,5,2026-05-08,2026-05,1513
TP,192.90800000000002,1,10,2026-05-08,2026-05,1513
TP,192.90800000000002,1,15,2026-05-08,2026-05,1513
TP,692.908,2,5,2026-05-08,2026-05,1513
TP,692.908,2,10,2026-05-08,2026-05,1513
TP,692.908,2,15,2026-05-08,2026-05,1513
TP,1192.908,3,5,2026-05-08,2026-05,1513
TP,1192.908,3,10,2026-05-08,2026-05,1513
TP,1192.908,3,15,2026-05-08,2026-05,1513
TIMEOUT,1192.908,5,5,2026-05-08,2026-05,1513
TP,2192.908,5,10,2026-05-08,2026-05,1513
TP,2192.908,5,15,2026-05-08,2026-05,1513
TIMEOUT,1192.908,8,5,2026-05-08,2026-05,1513
TIMEOUT,1192.908,8,10,2026-05-08,2026-05,1513
TIMEOUT,1192.908,8,15,2026-05-08,2026-05,1513
TIMEOUT,-1345.234,1,5,2026-05-08,2026-05,1773
TIMEOUT,-2345.234,1,10,2026-05-08,2026-05,1773
TIMEOUT,-1845.234,1,15,2026-05-08,2026-05,1773
TIMEOUT,-1345.234,2,5,2026-05-08,2026-05,1773
TIMEOUT,-2345.234,2,10,2026-05-08,2026-05,1773
TIMEOUT,-1845.234,2,15,2026-05-08,2026-05,1773
TIMEOUT,-1345.234,3,5,2026-05-08,2026-05,1773
TIMEOUT,-2345.234,3,10,2026-05-08,2026-05,1773
TIMEOUT,-1845.234,3,15,2026-05-08,2026-05,1773
TIMEOUT,-1345.234,5,5,2026-05-08,2026-05,1773
TIMEOUT,-2345.234,5,10,2026-05-08,2026-05,1773
TIMEOUT,-1845.234,5,15,2026-05-08,2026-05,1773
TIMEOUT,-1345.234,8,5,2026-05-08,2026-05,1773
TIMEOUT,-2345.234,8,10,2026-05-08,2026-05,1773
TIMEOUT,-1845.234,8,15,2026-05-08,2026-05,1773
TIMEOUT,-47855.76,1,5,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,1,10,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,1,15,2026-05-08,2026-05,2368
TIMEOUT,-47855.76,2,5,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,2,10,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,2,15,2026-05-08,2026-05,2368
TIMEOUT,-47855.76,3,5,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,3,10,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,3,15,2026-05-08,2026-05,2368
TIMEOUT,-47855.76,5,5,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,5,10,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,5,15,2026-05-08,2026-05,2368
TIMEOUT,-47855.76,8,5,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,8,10,2026-05-08,2026-05,2368
TIMEOUT,-52855.76,8,15,2026-05-08,2026-05,2368
TP,192.90800000000002,1,5,2026-05-08,2026-05,2597
TP,192.90800000000002,1,10,2026-05-08,2026-05,2597
TP,192.90800000000002,1,15,2026-05-08,2026-05,2597
TIMEOUT,192.90800000000002,2,5,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,2,10,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,2,15,2026-05-08,2026-05,2597
TIMEOUT,192.90800000000002,3,5,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,3,10,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,3,15,2026-05-08,2026-05,2597
TIMEOUT,192.90800000000002,5,5,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,5,10,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,5,15,2026-05-08,2026-05,2597
TIMEOUT,192.90800000000002,8,5,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,8,10,2026-05-08,2026-05,2597
TIMEOUT,-1307.092,8,15,2026-05-08,2026-05,2597
TIMEOUT,-215.16,1,5,2026-05-08,2026-05,3045
TIMEOUT,-215.16,1,10,2026-05-08,2026-05,3045
TIMEOUT,-215.16,1,15,2026-05-08,2026-05,3045
TIMEOUT,-215.16,2,5,2026-05-08,2026-05,3045
TIMEOUT,-215.16,2,10,2026-05-08,2026-05,3045
TIMEOUT,-215.16,2,15,2026-05-08,2026-05,3045
TIMEOUT,-215.16,3,5,2026-05-08,2026-05,3045
TIMEOUT,-215.16,3,10,2026-05-08,2026-05,3045
TIMEOUT,-215.16,3,15,2026-05-08,2026-05,3045
TIMEOUT,-215.16,5,5,2026-05-08,2026-05,3045
TIMEOUT,-215.16,5,10,2026-05-08,2026-05,3045
TIMEOUT,-215.16,5,15,2026-05-08,2026-05,3045
TIMEOUT,-215.16,8,5,2026-05-08,2026-05,3045
TIMEOUT,-215.16,8,10,2026-05-08,2026-05,3045
TIMEOUT,-215.16,8,15,2026-05-08,2026-05,3045
TIMEOUT,-722.9839999999999,1,5,2026-05-08,2026-05,9917
TIMEOUT,-222.98399999999998,1,10,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,1,15,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,2,5,2026-05-08,2026-05,9917
TIMEOUT,-222.98399999999998,2,10,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,2,15,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,3,5,2026-05-08,2026-05,9917
TIMEOUT,-222.98399999999998,3,10,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,3,15,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,5,5,2026-05-08,2026-05,9917
TIMEOUT,-222.98399999999998,5,10,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,5,15,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,8,5,2026-05-08,2026-05,9917
TIMEOUT,-222.98399999999998,8,10,2026-05-08,2026-05,9917
TIMEOUT,-722.9839999999999,8,15,2026-05-08,2026-05,9917
TP,214.42399999999998,1,5,2026-05-08,2026-05,3231
TP,214.42399999999998,1,10,2026-05-08,2026-05,3231
TP,214.42399999999998,1,15,2026-05-08,2026-05,3231
TP,714.424,2,5,2026-05-08,2026-05,3231
TP,714.424,2,10,2026-05-08,2026-05,3231
TP,714.424,2,15,2026-05-08,2026-05,3231
TP,1214.424,3,5,2026-05-08,2026-05,3231
TP,1214.424,3,10,2026-05-08,2026-05,3231
TP,1214.424,3,15,2026-05-08,2026-05,3231
TIMEOUT,-285.576,5,5,2026-05-08,2026-05,3231
TP,2214.424,5,10,2026-05-08,2026-05,3231
TP,2214.424,5,15,2026-05-08,2026-05,3231
TIMEOUT,-285.576,8,5,2026-05-08,2026-05,3231
TIMEOUT,2714.424,8,10,2026-05-08,2026-05,3231
TIMEOUT,714.424,8,15,2026-05-08,2026-05,3231
TIMEOUT,-766.016,1,5,2026-05-08,2026-05,2412
TIMEOUT,-766.016,1,10,2026-05-08,2026-05,2412
TIMEOUT,-766.016,1,15,2026-05-08,2026-05,2412
TIMEOUT,-766.016,2,5,2026-05-08,2026-05,2412
TIMEOUT,-766.016,2,10,2026-05-08,2026-05,2412
TIMEOUT,-766.016,2,15,2026-05-08,2026-05,2412
TIMEOUT,-766.016,3,5,2026-05-08,2026-05,2412
TIMEOUT,-766.016,3,10,2026-05-08,2026-05,2412
TIMEOUT,-766.016,3,15,2026-05-08,2026-05,2412
TIMEOUT,-766.016,5,5,2026-05-08,2026-05,2412
TIMEOUT,-766.016,5,10,2026-05-08,2026-05,2412
TIMEOUT,-766.016,5,15,2026-05-08,2026-05,2412
TIMEOUT,-766.016,8,5,2026-05-08,2026-05,2412
TIMEOUT,-766.016,8,10,2026-05-08,2026-05,2412
TIMEOUT,-766.016,8,15,2026-05-08,2026-05,2412
TP,293.64200000000005,1,5,2026-05-08,2026-05,3702
TP,293.64200000000005,1,10,2026-05-08,2026-05,3702
TP,293.64200000000005,1,15,2026-05-08,2026-05,3702
TP,793.642,2,5,2026-05-08,2026-05,3702
TP,793.642,2,10,2026-05-08,2026-05,3702
TP,793.642,2,15,2026-05-08,2026-05,3702
TP,1293.642,3,5,2026-05-08,2026-05,3702
TP,1293.642,3,10,2026-05-08,2026-05,3702
TP,1293.642,3,15,2026-05-08,2026-05,3702
TP,2293.642,5,5,2026-05-08,2026-05,3702
TP,2293.642,5,10,2026-05-08,2026-05,3702
TP,2293.642,5,15,2026-05-08,2026-05,3702
TP,3793.642,8,5,2026-05-08,2026-05,3702
TP,3793.642,8,10,2026-05-08,2026-05,3702
TP,3793.642,8,15,2026-05-08,2026-05,3702
TIMEOUT,-701.468,1,5,2026-05-08,2026-05,6919
TP,298.53200000000004,1,10,2026-05-08,2026-05,6919
TP,298.53200000000004,1,15,2026-05-08,2026-05,6919
TIMEOUT,-701.468,2,5,2026-05-08,2026-05,6919
TP,798.532,2,10,2026-05-08,2026-05,6919
TP,798.532,2,15,2026-05-08,2026-05,6919
TIMEOUT,-701.468,3,5,2026-05-08,2026-05,6919
TIMEOUT,-701.468,3,10,2026-05-08,2026-05,6919
TIMEOUT,798.532,3,15,2026-05-08,2026-05,6919
TIMEOUT,-701.468,5,5,2026-05-08,2026-05,6919
TIMEOUT,-701.468,5,10,2026-05-08,2026-05,6919
TIMEOUT,798.532,5,15,2026-05-08,2026-05,6919
TIMEOUT,-701.468,8,5,2026-05-08,2026-05,6919
TIMEOUT,-701.468,8,10,2026-05-08,2026-05,6919
TIMEOUT,798.532,8,15,2026-05-08,2026-05,6919
TIMEOUT,-3225.918,1,5,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,1,10,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,1,15,2026-05-08,2026-05,5871
TIMEOUT,-3225.918,2,5,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,2,10,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,2,15,2026-05-08,2026-05,5871
TIMEOUT,-3225.918,3,5,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,3,10,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,3,15,2026-05-08,2026-05,5871
TIMEOUT,-3225.918,5,5,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,5,10,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,5,15,2026-05-08,2026-05,5871
TIMEOUT,-3225.918,8,5,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,8,10,2026-05-08,2026-05,5871
TIMEOUT,-4225.918,8,15,2026-05-08,2026-05,5871
TP,2369.1800000000003,1,5,2026-05-08,2026-05,8210
TP,2369.1800000000003,1,10,2026-05-08,2026-05,8210
TP,2369.1800000000003,1,15,2026-05-08,2026-05,8210
TP,7369.18,2,5,2026-05-08,2026-05,8210
TP,7369.18,2,10,2026-05-08,2026-05,8210
TP,7369.18,2,15,2026-05-08,2026-05,8210
TP,12369.18,3,5,2026-05-08,2026-05,8210
TP,12369.18,3,10,2026-05-08,2026-05,8210
TP,12369.18,3,15,2026-05-08,2026-05,8210
TP,22369.18,5,5,2026-05-08,2026-05,8210
TP,22369.18,5,10,2026-05-08,2026-05,8210
TP,22369.18,5,15,2026-05-08,2026-05,8210
TIMEOUT,12369.18,8,5,2026-05-08,2026-05,8210
TP,37369.18,8,10,2026-05-08,2026-05,8210
TP,37369.18,8,15,2026-05-08,2026-05,8210
TP,263.32400000000007,1,5,2026-05-14,2026-05,2377
TP,263.32400000000007,1,10,2026-05-14,2026-05,2377
TP,263.32400000000007,1,15,2026-05-14,2026-05,2377
TP,763.3240000000001,2,5,2026-05-14,2026-05,2377
TP,763.3240000000001,2,10,2026-05-14,2026-05,2377
TP,763.3240000000001,2,15,2026-05-14,2026-05,2377
TIMEOUT,-1236.676,3,5,2026-05-14,2026-05,2377
TIMEOUT,-1736.676,3,10,2026-05-14,2026-05,2377
TP,1263.324,3,15,2026-05-14,2026-05,2377
TIMEOUT,-1236.676,5,5,2026-05-14,2026-05,2377
TIMEOUT,-1736.676,5,10,2026-05-14,2026-05,2377
TP,2263.324,5,15,2026-05-14,2026-05,2377
TIMEOUT,-1236.676,8,5,2026-05-14,2026-05,2377
TIMEOUT,-1736.676,8,10,2026-05-14,2026-05,2377
TIMEOUT,763.3240000000001,8,15,2026-05-14,2026-05,2377
TP,163.56800000000004,1,5,2026-05-14,2026-05,2337
TP,163.56800000000004,1,10,2026-05-14,2026-05,2337
TP,163.56800000000004,1,15,2026-05-14,2026-05,2337
TIMEOUT,-3336.432,2,5,2026-05-14,2026-05,2337
TP,663.568,2,10,2026-05-14,2026-05,2337
TP,663.568,2,15,2026-05-14,2026-05,2337
TIMEOUT,-3336.432,3,5,2026-05-14,2026-05,2337
TP,1163.568,3,10,2026-05-14,2026-05,2337
TP,1163.568,3,15,2026-05-14,2026-05,2337
TIMEOUT,-3336.432,5,5,2026-05-14,2026-05,2337
TIMEOUT,163.56800000000004,5,10,2026-05-14,2026-05,2337
TP,2163.568,5,15,2026-05-14,2026-05,2337
TIMEOUT,-3336.432,8,5,2026-05-14,2026-05,2337
TIMEOUT,163.56800000000004,8,10,2026-05-14,2026-05,2337
TP,3663.568,8,15,2026-05-14,2026-05,2337
TP,244.74200000000002,1,5,2026-05-14,2026-05,2481
TP,244.74200000000002,1,10,2026-05-14,2026-05,2481
TP,244.74200000000002,1,15,2026-05-14,2026-05,2481
TP,744.742,2,5,2026-05-14,2026-05,2481
TP,744.742,2,10,2026-05-14,2026-05,2481
TP,744.742,2,15,2026-05-14,2026-05,2481
TP,1244.742,3,5,2026-05-14,2026-05,2481
TP,1244.742,3,10,2026-05-14,2026-05,2481
TP,1244.742,3,15,2026-05-14,2026-05,2481
TP,2244.742,5,5,2026-05-14,2026-05,2481
TP,2244.742,5,10,2026-05-14,2026-05,2481
TP,2244.742,5,15,2026-05-14,2026-05,2481
TIMEOUT,-255.25799999999998,8,5,2026-05-14,2026-05,2481
TIMEOUT,744.742,8,10,2026-05-14,2026-05,2481
TIMEOUT,744.742,8,15,2026-05-14,2026-05,2481
TP,119.55800000000005,1,5,2026-05-14,2026-05,8454
TP,119.55800000000005,1,10,2026-05-14,2026-05,8454
TP,119.55800000000005,1,15,2026-05-14,2026-05,8454
TP,619.558,2,5,2026-05-14,2026-05,8454
TP,619.558,2,10,2026-05-14,2026-05,8454
TP,619.558,2,15,2026-05-14,2026-05,8454
TP,1119.558,3,5,2026-05-14,2026-05,8454
TP,1119.558,3,10,2026-05-14,2026-05,8454
TP,1119.558,3,15,2026-05-14,2026-05,8454
TIMEOUT,-380.44199999999995,5,5,2026-05-14,2026-05,8454
